source_mat_id,sea_surf_temp_method,sea_surf_temp,ph,ph_method,sediment_temp,sediment_temp_method,redox_potential,redox_potential_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,chlorophyll,chlorophyll_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,diss_oxygen,diss_oxygen_method,magnesium,magnesium_method,methane,methane_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,oxy_stat_samp,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,particle_class,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,porosity,pressure,pressure_method,sea_surf_salinity,sea_surf_salinity_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,water_current,water_current_method
EMOBON_NRMCB So 210621_micro_1,CTD SBE 19plusV2,25.0495,NO,NO,14.999,CTD SBE 19plusV2,NO,NO,,,,,,,,,,,,,,,,,,,,4.741,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5864,CTD SBE 19plusV2,,,,,,,,
EMOBON_NRMCB So 210621_micro_2,CTD SBE 19plusV2,25.0495,NO,NO,14.999,CTD SBE 19plusV2,NO,NO,,,,,,,,,,,,,,,,,,,,4.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5864,CTD SBE 19plusV2,,,,,,,,
EMOBON_NRMCB So 210621_micro_3,CTD SBE 19plusV2,25.0495,NO,NO,14.999,CTD SBE 19plusV2,NO,NO,,,,,,,,,,,,,,,,,,,,4.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5864,CTD SBE 19plusV2,,,,,,,,
EMOBON_NRMCB So 210621_micro_4,CTD SBE 19plusV2,25.0495,NO,NO,14.999,CTD SBE 19plusV2,NO,NO,,,,,,,,,,,,,,,,,,,,4.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5864,CTD SBE 19plusV2,,,,,,,,
EMOBON_NRMCB So 210831_micro_blank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_NRMCB So 210831_micro_1,CTD SBE911plusV2,26.8119,NO,NO,14.9343,CTD SBE911plusV2,NO,NO,,,,,,,,,,,,,,,,,,,,4.7075,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9887,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB So 210831_micro_2,CTD SBE911plusV2,26.8119,NO,NO,14.9343,CTD SBE911plusV2,NO,NO,,,,,,,,,,,,,,,,,,,,4.7075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9887,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB So 210831_micro_3,CTD SBE911plusV2,26.8119,NO,NO,14.9343,CTD SBE911plusV2,NO,NO,,,,,,,,,,,,,,,,,,,,4.7075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9887,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB So 210831_micro_4,CTD SBE911plusV2,26.8119,NO,NO,14.9343,CTD SBE911plusV2,NO,NO,,,,,,,,,,,,,,,,,,,,4.7075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9887,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB So 210831_micro_blank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_NRMCB So 211026_micro_1,CTD SBE911plusV2,20.7006,7.4,Oxyguard probe,17.1384,CTD SBE911plusV2,-151 mV,Oxyguard probe,,,,,,,,,,,,,,,,,,,,5.5224,SBE43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1868,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB So 211026_micro_2,CTD SBE911plusV2,20.7006,7.4,Oxyguard probe,17.1384,CTD SBE911plusV2,-151 mV,Oxyguard probe,,,,,,,,,,,,,,,,,,,,5.5224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1868,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB So 211026_micro_3,CTD SBE911plusV2,20.7006,7.4,Oxyguard probe,17.1384,CTD SBE911plusV2,-151 mV,Oxyguard probe,,,,,,,,,,,,,,,,,,,,5.5224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1868,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB So 211026_micro_4,CTD SBE911plusV2,20.7006,7.4,Oxyguard probe,17.1384,CTD SBE911plusV2,-151 mV,Oxyguard probe,,,,,,,,,,,,,,,,,,,,5.5224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1868,CTD SBE911plusV2,,,,,,,,
EMOBON_NRMCB So 211026_micro_blank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
